Date,Price,Open,High,Low,Vol.,Change %
09/06/2022,274.42,272.67,275.99,265.74,55.86M,1.56%
09/07/2022,283.7,273.1,283.84,272.27,50.03M,3.38%
09/08/2022,289.26,281.3,289.5,279.76,53.71M,1.96%
09/09/2022,299.68,291.67,299.85,291.24,54.47M,3.60%
09/12/2022,304.42,300.72,305.49,300.4,48.68M,1.58%
09/13/2022,292.13,292.9,297.4,290.4,68.23M,-4.04%
09/14/2022,302.61,292.24,306,291.64,72.63M,3.59%
09/15/2022,303.75,301.83,309.12,300.72,64.80M,0.38%
09/16/2022,303.35,299.61,303.71,295.6,87.09M,-0.13%
09/19/2022,309.07,300.09,309.84,297.8,60.23M,1.89%
09/20/2022,308.73,306.91,313.33,305.58,61.64M,-0.11%
09/21/2022,300.8,308.29,313.8,300.63,62.56M,-2.57%
09/22/2022,288.59,299.86,301.29,285.82,70.55M,-4.06%
09/23/2022,275.33,283.09,284.5,272.82,63.75M,-4.59%
09/26/2022,276.01,271.83,284.09,270.31,58.08M,0.25%
09/27/2022,282.94,283.84,288.67,277.51,61.93M,2.51%
09/28/2022,287.81,283.08,289,277.57,54.67M,1.72%
09/29/2022,268.21,282.76,283.65,265.78,77.62M,-6.81%
09/30/2022,265.25,266.14,275.57,262.47,67.73M,-1.10%
10/03/2022,242.4,254.5,255.16,241.01,98.36M,-8.61%
10/04/2022,249.44,250.52,257.5,242.01,109.58M,2.90%
10/05/2022,240.81,245.01,246.67,233.27,86.98M,-3.46%
10/06/2022,238.13,239.44,244.58,235.35,69.30M,-1.11%
10/07/2022,223.07,233.93,234.57,222.02,83.92M,-6.32%
10/10/2022,222.96,223.93,226.99,218.36,67.93M,-0.05%
10/11/2022,216.5,220.95,225.75,215,77.01M,-2.90%
10/12/2022,217.24,215.33,219.3,211.51,66.86M,0.34%
10/13/2022,221.72,208.3,222.99,206.22,91.48M,2.06%
10/14/2022,204.99,224.01,226.26,204.16,94.13M,-7.55%
10/17/2022,219.35,210.04,221.86,209.45,79.43M,7.01%
10/18/2022,220.19,229.5,229.82,217.25,75.89M,0.38%
10/19/2022,222.04,219.8,222.93,217.78,66.57M,0.84%
10/20/2022,207.28,208.28,215.55,202,117.80M,-6.65%
10/21/2022,214.44,206.41,214.66,203.8,75.71M,3.45%
10/24/2022,211.25,205.82,213.5,198.59,100.45M,-1.49%
10/25/2022,222.41,210.1,224.35,210,96.51M,5.29%
10/26/2022,224.64,219.4,230.6,218.2,85.33M,1.00%
10/27/2022,225.09,229.77,233.81,222.85,61.64M,0.20%
10/28/2022,228.52,225.4,228.86,216.35,69.15M,1.52%
10/31/2022,227.54,226.19,229.85,221.94,61.55M,-0.43%
11/01/2022,227.82,234.05,237.4,227.28,62.69M,0.12%
11/02/2022,214.98,226.04,227.87,214.82,63.07M,-5.64%
11/03/2022,215.31,211.36,221.2,210.14,56.54M,0.15%
11/04/2022,207.47,222.6,223.8,203.08,98.62M,-3.64%
11/07/2022,197.08,208.65,208.9,196.66,93.92M,-5.01%
11/08/2022,191.3,194.02,195.2,186.75,128.80M,-2.93%
11/09/2022,177.59,190.77,195.89,177.12,127.06M,-7.17%
11/10/2022,190.72,189.9,191,180.03,132.70M,7.39%
11/11/2022,195.97,186,196.52,182.59,114.40M,2.75%
11/14/2022,190.95,192.77,195.73,186.34,92.23M,-2.56%
11/15/2022,194.42,195.88,200.82,192.06,91.29M,1.82%
11/16/2022,186.92,191.51,192.57,185.66,66.57M,-3.86%
11/17/2022,183.17,183.96,186.16,180.9,64.34M,-2.01%
11/18/2022,180.19,185.05,185.19,176.55,76.05M,-1.63%
11/21/2022,167.87,175.85,176.77,167.54,92.88M,-6.84%
11/22/2022,169.91,168.63,170.92,166.18,78.45M,1.22%
11/23/2022,183.2,173.57,183.62,172.5,109.54M,7.82%
11/25/2022,182.86,185.06,185.2,180.63,50.67M,-0.19%
11/28/2022,182.92,179.96,188.5,179,93.04M,0.03%
11/29/2022,180.83,184.99,186.38,178.75,83.36M,-1.14%
11/30/2022,194.7,182.43,194.76,180.63,109.19M,7.67%
12/01/2022,194.7,197.08,198.92,191.8,80.05M,0.00%
12/02/2022,194.86,191.78,196.25,191.11,73.65M,0.08%
12/05/2022,182.45,189.44,191.27,180.55,93.12M,-6.37%
12/06/2022,179.82,181.21,183.65,175.33,92.15M,-1.44%
12/07/2022,174.04,175.03,179.38,172.22,84.21M,-3.21%
12/08/2022,173.44,172.2,175.2,169.06,97.62M,-0.34%
12/09/2022,179.05,173.84,182.5,173.36,104.87M,3.23%
12/12/2022,167.82,176.1,177.37,167.52,109.79M,-6.27%
12/13/2022,160.95,174.87,175.05,156.91,175.86M,-4.09%
12/14/2022,156.8,159.25,161.62,155.31,140.68M,-2.58%
12/15/2022,157.67,153.44,160.93,153.28,122.33M,0.55%
12/16/2022,150.23,159.63,160.99,150.04,139.03M,-4.72%
12/19/2022,149.87,154,155.25,145.82,139.39M,-0.24%
12/20/2022,137.8,146.05,148.47,137.66,159.56M,-8.05%
12/21/2022,137.57,139.34,141.26,135.89,145.42M,-0.17%
12/22/2022,125.35,136,136.63,122.26,210.09M,-8.88%
12/23/2022,123.15,126.37,128.62,121.02,166.99M,-1.76%
12/27/2022,109.1,117.5,119.67,108.76,208.64M,-11.41%
12/28/2022,112.71,110.35,116.27,108.24,221.07M,3.31%
12/29/2022,121.82,120.39,123.57,117.5,221.92M,8.08%
12/30/2022,123.18,119.95,124.48,119.75,157.78M,1.12%
01/03/2023,108.1,118.47,118.8,104.64,231.40M,-12.24%
01/04/2023,113.64,109.11,114.59,107.52,180.39M,5.12%
01/05/2023,110.34,110.51,111.75,107.16,157.99M,-2.90%
01/06/2023,113.06,103,114.39,101.81,220.91M,2.47%
01/09/2023,119.77,118.96,123.52,117.11,190.28M,5.93%
01/10/2023,118.85,121.07,122.76,114.92,167.64M,-0.77%
01/11/2023,123.22,122.09,125.95,120.51,183.81M,3.68%
01/12/2023,123.56,122.56,124.13,117,169.40M,0.28%
01/13/2023,122.4,116.55,122.63,115.6,180.71M,-0.94%
01/17/2023,131.49,125.69,131.7,125.02,186.48M,7.43%
01/18/2023,128.78,136.55,136.68,127.01,195.68M,-2.06%
01/19/2023,127.17,127.26,129.99,124.31,170.29M,-1.25%
01/20/2023,133.42,128.68,133.51,127.35,138.86M,4.91%
01/23/2023,143.75,135.87,145.38,134.27,203.12M,7.74%
01/24/2023,143.89,143,146.5,141.1,158.70M,0.10%
01/25/2023,144.43,141.9,146.41,138.07,192.73M,0.38%
01/26/2023,160.27,159.96,161.42,154.76,234.82M,10.97%
01/27/2023,177.9,162.43,180.68,161.17,306.59M,11.00%
01/30/2023,166.66,178.05,179.77,166.5,230.88M,-6.32%
01/31/2023,173.22,164.57,174.3,162.78,196.81M,3.94%
02/01/2023,181.41,173.89,183.8,169.93,213.81M,4.73%
02/02/2023,188.27,187.32,196.75,182.61,217.45M,3.78%
02/03/2023,189.98,183.95,199,183.69,232.66M,0.91%
02/06/2023,194.76,193.01,198.17,189.92,186.19M,2.52%
02/07/2023,196.81,196.43,197.5,189.55,186.01M,1.05%
02/08/2023,201.29,196.1,203,194.31,180.67M,2.28%
02/09/2023,207.32,207.77,214,204.77,215.43M,3.00%
02/10/2023,196.89,202.23,206.2,192.89,204.75M,-5.03%
02/13/2023,194.64,194.41,196.3,187.61,172.48M,-1.14%
02/14/2023,209.25,191.94,209.82,189.44,216.46M,7.51%
02/15/2023,214.24,211.76,214.66,206.11,182.11M,2.38%
02/16/2023,202.04,210.78,217.65,201.84,229.59M,-5.69%
02/17/2023,208.31,199.99,208.44,197.5,213.74M,3.10%
02/21/2023,197.37,204.99,209.71,197.22,180.02M,-5.25%
02/22/2023,200.86,197.93,201.99,191.78,191.83M,1.77%
02/23/2023,202.07,203.91,205.14,196.33,146.36M,0.60%
02/24/2023,196.88,196.32,197.67,192.8,142.23M,-2.57%
02/27/2023,207.63,202.03,209.42,201.26,161.03M,5.46%
02/28/2023,205.71,210.59,211.23,203.75,153.14M,-0.92%
03/01/2023,202.77,206.21,207.2,198.52,156.85M,-1.43%
03/02/2023,190.9,186.74,193.75,186.01,181.98M,-5.85%
03/03/2023,197.79,194.79,200.48,192.88,154.19M,3.61%
03/06/2023,193.81,198.54,198.6,192.3,128.10M,-2.01%
03/07/2023,187.71,191.38,194.2,186.1,148.13M,-3.15%
03/08/2023,182,185.04,186.5,180,151.90M,-3.04%
03/09/2023,172.92,180.25,185.18,172.51,170.02M,-4.99%
03/10/2023,173.44,175.13,178.29,168.44,191.49M,0.30%
03/13/2023,174.48,167.46,177.35,163.91,167.79M,0.60%
03/14/2023,183.26,177.31,183.8,177.14,143.72M,5.03%
03/15/2023,180.45,180.8,182.34,176.03,146.00M,-1.53%
03/16/2023,184.13,180.37,185.81,178.84,121.37M,2.04%
03/17/2023,180.13,184.51,186.22,177.33,133.20M,-2.17%
03/20/2023,183.25,178.08,186.44,176.35,129.68M,1.73%
03/21/2023,197.58,188.28,198,188.04,153.39M,7.82%
03/22/2023,191.15,199.3,200.66,190.95,150.38M,-3.25%
03/23/2023,192.22,195.26,199.31,188.65,144.19M,0.56%
03/24/2023,190.41,191.65,192.36,187.15,116.53M,-0.94%
03/27/2023,191.81,194.41,197.39,189.94,120.85M,0.74%
03/28/2023,189.19,192,192.35,185.43,98.66M,-1.37%
03/29/2023,193.88,193.13,195.29,189.44,123.66M,2.48%
03/30/2023,195.28,195.58,197.33,194.42,110.25M,0.72%
03/31/2023,207.46,197.53,207.79,197.2,170.22M,6.24%
04/03/2023,194.77,199.91,202.69,192.2,169.55M,-6.12%
04/04/2023,192.58,197.32,198.74,190.32,126.46M,-1.12%
04/05/2023,185.52,190.51,190.68,183.76,133.88M,-3.67%
04/06/2023,185.06,183.08,186.39,179.74,123.86M,-0.25%
04/10/2023,184.51,179.94,185.1,176.11,142.16M,-0.30%
04/11/2023,186.79,186.69,189.19,185.65,115.77M,1.24%
04/12/2023,180.54,190.74,191.58,180.31,150.26M,-3.35%
04/13/2023,185.9,182.96,186.5,180.94,112.93M,2.97%
04/14/2023,185,183.95,186.28,182.01,96.44M,-0.48%
04/17/2023,187.04,186.32,189.69,182.69,116.66M,1.10%
04/18/2023,184.31,187.15,187.69,183.58,92.07M,-1.46%
04/19/2023,180.59,179.1,183.5,177.65,125.73M,-2.02%
04/20/2023,162.99,166.16,169.7,160.56,210.97M,-9.75%
04/21/2023,165.08,164.8,166,161.32,123.54M,1.28%
04/24/2023,162.55,164.65,165.65,158.61,140.01M,-1.53%
04/25/2023,160.67,159.82,163.47,158.75,122.00M,-1.16%
04/26/2023,153.75,160.29,160.67,153.14,153.36M,-4.31%
04/27/2023,160.19,152.64,160.48,152.37,127.02M,4.19%
04/28/2023,164.31,160.9,165,157.32,122.52M,2.57%
05/01/2023,161.83,163.17,163.28,158.83,109.02M,-1.51%
05/02/2023,160.31,161.88,165.49,158.93,128.26M,-0.94%
05/03/2023,160.61,160.01,165,159.91,119.73M,0.19%
05/04/2023,161.2,162.71,162.95,159.65,95.11M,0.37%
05/05/2023,170.06,163.97,170.79,163.51,107.61M,5.50%
05/08/2023,171.79,173.72,173.8,169.19,112.25M,1.02%
05/09/2023,169.15,168.95,169.82,166.56,88.97M,-1.54%
05/10/2023,168.54,172.55,174.43,166.68,119.84M,-0.36%
05/11/2023,172.08,168.7,173.57,166.79,103.89M,2.10%
05/12/2023,167.98,176.07,177.38,167.23,157.85M,-2.38%
05/15/2023,166.35,167.65,169.76,164.55,105.59M,-0.97%
05/16/2023,166.52,165.65,169.52,164.35,98.29M,0.10%
05/17/2023,173.86,168.41,174.5,167.18,125.47M,4.41%
05/18/2023,176.89,174.22,177.06,172.45,109.52M,1.74%
05/19/2023,180.14,177.17,181.95,176.31,136.20M,1.84%
05/22/2023,188.87,180.7,189.32,180.11,132.00M,4.85%
05/23/2023,185.77,186.2,192.96,185.26,156.95M,-1.64%
05/24/2023,182.9,182.23,184.22,178.22,137.60M,-1.54%
05/25/2023,184.47,186.54,186.78,180.58,96.87M,0.86%
05/26/2023,193.17,184.62,198.6,184.53,162.06M,4.72%
05/30/2023,201.16,200.1,204.48,197.53,128.82M,4.14%
05/31/2023,203.93,199.78,203.95,195.12,150.71M,1.38%
06/01/2023,207.52,202.59,209.8,199.37,148.03M,1.76%
06/02/2023,213.97,210.15,217.25,209.75,164.40M,3.11%
06/05/2023,217.61,217.8,221.29,214.52,151.14M,1.70%
06/06/2023,221.31,216.14,221.91,212.53,146.91M,1.70%
06/07/2023,224.57,228,230.83,223.2,185.71M,1.47%
06/08/2023,234.86,224.22,235.23,223.01,164.49M,4.58%
06/09/2023,244.4,249.07,252.42,242.02,200.24M,4.06%
06/12/2023,249.83,247.94,250.97,244.59,150.74M,2.22%
06/13/2023,258.71,253.51,259.68,251.34,162.38M,3.55%
06/14/2023,256.79,260.17,261.57,250.5,170.58M,-0.74%
06/15/2023,255.9,248.4,258.95,247.29,160.17M,-0.35%
06/16/2023,260.54,258.92,263.6,257.21,167.92M,1.81%
06/20/2023,274.45,261.5,274.75,261.12,165.61M,5.34%
06/21/2023,259.46,275.13,276.99,257.78,211.80M,-5.46%
06/22/2023,264.61,250.77,265,248.25,166.88M,1.98%
06/23/2023,256.6,259.29,262.45,252.8,177.46M,-3.03%
06/26/2023,241.05,250.07,258.37,240.7,179.99M,-6.06%
06/27/2023,250.21,243.24,250.39,240.85,164.97M,3.80%
06/28/2023,256.24,249.7,259.88,248.89,159.77M,2.41%
06/29/2023,257.5,258.03,260.74,253.61,131.28M,0.49%
06/30/2023,261.77,260.6,264.45,259.89,112.62M,1.66%
07/03/2023,279.82,276.49,284.25,275.11,119.69M,6.90%
07/05/2023,282.48,278.82,283.85,277.6,131.53M,0.95%
07/06/2023,276.54,278.09,279.97,272.88,120.71M,-2.10%
07/07/2023,274.43,278.43,280.78,273.77,113.88M,-0.76%
07/10/2023,269.61,276.47,277.52,265.1,119.43M,-1.76%
07/11/2023,269.79,268.65,270.9,266.37,91.97M,0.07%
07/12/2023,271.99,276.33,276.52,271.46,95.67M,0.82%
07/13/2023,277.9,274.59,279.45,270.6,112.68M,2.17%
07/14/2023,281.38,277.01,285.3,276.31,120.06M,1.25%
07/17/2023,290.38,286.63,292.23,283.57,131.57M,3.20%
07/18/2023,293.34,290.15,295.26,286.01,112.44M,1.02%
07/19/2023,291.26,296.04,299.29,289.52,142.36M,-0.71%
07/20/2023,262.9,279.56,280.93,261.2,175.16M,-9.74%
07/21/2023,260.02,268,268,255.8,161.80M,-1.10%
07/24/2023,269.06,255.85,269.85,254.12,137.00M,3.48%
07/25/2023,265.28,272.38,272.9,265,112.76M,-1.40%
07/26/2023,264.35,263.25,268.04,261.75,95.86M,-0.35%
07/27/2023,255.71,268.31,269.13,255.3,103.70M,-3.27%
07/28/2023,266.44,259.86,267.25,258.23,111.45M,4.20%
07/31/2023,267.43,267.48,269.08,263.78,84.58M,0.37%
08/01/2023,261.07,266.26,266.47,260.25,83.65M,-2.38%
08/02/2023,254.11,255.57,259.52,250.49,101.75M,-2.67%
08/03/2023,259.32,252.04,260.49,252,97.83M,2.05%
08/04/2023,253.86,260.97,264.77,253.11,99.54M,-2.11%
08/07/2023,251.45,251.45,253.65,242.76,111.10M,-0.95%
08/08/2023,249.7,247.45,250.92,245.01,96.64M,-0.70%
08/09/2023,242.19,250.87,251.1,241.9,101.60M,-3.01%
08/10/2023,245.34,245.4,251.8,243,109.50M,1.30%
08/11/2023,242.65,241.77,243.79,238.02,99.04M,-1.10%
08/14/2023,239.76,235.7,240.66,233.75,98.60M,-1.19%
08/15/2023,232.96,238.73,240.5,232.61,88.20M,-2.84%
08/16/2023,225.6,228.02,233.97,225.38,112.49M,-3.16%
08/17/2023,219.22,226.06,226.74,218.83,120.72M,-2.83%
08/18/2023,215.49,214.12,217.58,212.36,136.28M,-1.70%
08/21/2023,231.28,221.55,232.13,220.58,135.70M,7.33%
08/22/2023,233.19,240.25,240.82,229.55,130.60M,0.83%
08/23/2023,236.86,229.34,238.98,229.29,101.08M,1.57%
08/24/2023,230.04,238.66,238.92,228.18,99.78M,-2.88%
08/25/2023,238.59,231.31,239,230.35,106.61M,3.72%
08/28/2023,238.82,242.58,244.38,235.35,107.67M,0.10%
08/29/2023,257.18,238.58,257.48,237.77,134.05M,7.69%
08/30/2023,256.9,254.2,260.51,250.59,121.99M,-0.11%
08/31/2023,258.08,255.98,261.18,255.05,108.86M,0.46%
09/01/2023,245.01,257.26,259.08,242.01,132.54M,-5.06%
09/05/2023,256.49,245,258,244.86,129.47M,4.69%
09/06/2023,251.92,255.13,255.39,245.06,116.96M,-1.78%
09/07/2023,251.49,245.07,252.81,243.26,115.31M,-0.17%
09/08/2023,248.5,251.22,256.52,246.67,118.56M,-1.19%
09/11/2023,273.58,264.27,274.85,260.61,174.67M,10.09%
09/12/2023,267.48,270.76,278.39,266.6,136.00M,-2.23%
09/13/2023,271.3,270.07,274.98,268.1,111.67M,1.43%
09/14/2023,276.04,271.32,276.71,270.42,107.71M,1.75%
09/15/2023,274.39,277.55,278.98,271,133.69M,-0.60%
09/18/2023,265.28,271.16,271.44,263.76,101.54M,-3.32%
09/19/2023,266.5,264.35,267.85,261.2,103.70M,0.46%
09/20/2023,262.59,267.04,273.93,262.46,122.52M,-1.47%
09/21/2023,255.7,257.85,260.86,254.21,119.95M,-2.62%
09/22/2023,244.88,257.4,257.79,244.48,127.52M,-4.23%
09/25/2023,246.99,243.38,247.1,238.31,104.64M,0.86%
09/26/2023,244.12,242.98,249.55,241.66,101.99M,-1.16%
09/27/2023,240.5,244.26,245.33,234.58,136.60M,-1.48%
09/28/2023,246.38,240.02,247.55,238.65,117.06M,2.44%
09/29/2023,250.22,250,254.77,246.35,128.52M,1.56%
10/02/2023,251.6,244.81,254.28,242.62,123.81M,0.55%
10/03/2023,246.53,248.61,250.02,244.45,101.99M,-2.02%
10/04/2023,261.16,248.14,261.86,247.6,129.72M,5.93%
10/05/2023,260.05,260,263.6,256.25,119.16M,-0.43%
10/06/2023,260.53,253.98,261.65,250.65,118.12M,0.18%
10/09/2023,259.67,255.31,261.36,252.05,101.38M,-0.33%
10/10/2023,263.62,257.75,268.94,257.65,122.66M,1.52%
10/11/2023,262.99,266.2,268.6,260.9,103.71M,-0.24%
10/12/2023,258.87,262.92,265.41,256.63,111.51M,-1.57%
10/13/2023,251.12,258.9,259.6,250.22,102.30M,-2.99%
10/16/2023,253.92,250.05,255.4,248.48,88.92M,1.12%
10/17/2023,254.85,250.1,257.18,247.08,93.56M,0.37%
10/18/2023,242.68,252.7,254.63,242.08,125.15M,-4.78%
10/19/2023,220.11,225.95,230.61,216.78,170.77M,-9.30%
10/20/2023,211.99,217.01,218.86,210.42,138.01M,-3.69%
10/23/2023,212.08,210,216.98,202.51,150.68M,0.04%
10/24/2023,216.52,216.5,222.05,214.11,118.23M,2.09%
10/25/2023,212.42,215.88,220.1,212.2,107.07M,-1.89%
10/26/2023,205.76,211.32,214.8,204.88,115.11M,-3.14%
10/27/2023,207.3,210.6,212.41,205.77,94.88M,0.75%
10/30/2023,197.36,209.28,210.88,194.67,136.45M,-4.79%
10/31/2023,200.84,196.12,202.8,194.07,118.07M,1.76%
11/01/2023,205.66,204.04,205.99,197.85,121.66M,2.40%
11/02/2023,218.51,212.97,219.2,211.45,125.99M,6.25%
11/03/2023,219.96,221.15,226.37,218.4,119.54M,0.66%
11/06/2023,219.27,223.98,226.32,215,117.34M,-0.31%
11/07/2023,222.18,219.98,223.12,215.72,116.90M,1.33%
11/08/2023,222.11,223.15,224.15,217.64,106.59M,-0.03%
11/09/2023,209.98,219.75,220.8,206.68,142.11M,-5.46%
11/10/2023,214.65,210.03,215.38,205.69,131.31M,2.22%
11/13/2023,223.71,215.6,225.4,211.61,140.45M,4.22%
11/14/2023,237.41,235.03,238.13,230.72,149.77M,6.12%
11/15/2023,242.84,239.29,246.7,236.45,150.35M,2.29%
11/16/2023,233.59,239.49,240.88,230.96,136.82M,-3.81%
11/17/2023,234.3,232,237.39,226.54,142.77M,0.30%
11/20/2023,235.6,234.04,237.1,231.02,116.56M,0.55%
11/21/2023,241.2,235.04,243.62,233.34,122.29M,2.38%
11/22/2023,234.21,242.04,244.01,231.4,118.12M,-2.90%
11/24/2023,235.45,233.75,238.75,232.33,65.13M,0.53%
11/27/2023,236.08,236.89,238.33,232.1,112.03M,0.27%
11/28/2023,246.72,236.68,247,234.01,148.55M,4.51%
11/29/2023,244.14,249.21,252.75,242.76,135.40M,-1.05%
11/30/2023,240.08,245.14,245.22,236.91,132.35M,-1.66%
12/01/2023,238.83,233.14,240.19,231.9,121.33M,-0.52%
12/04/2023,235.58,235.75,239.37,233.29,104.10M,-1.36%
12/05/2023,238.72,233.87,246.66,233.7,137.97M,1.33%
12/06/2023,239.37,242.92,246.57,239.17,126.44M,0.27%
12/07/2023,242.64,241.55,244.08,236.98,107.14M,1.37%
12/08/2023,243.84,240.27,245.27,239.27,103.13M,0.49%
12/11/2023,239.74,242.74,243.44,237.45,97.91M,-1.68%
12/12/2023,237.01,238.55,238.99,233.87,95.33M,-1.14%
12/13/2023,239.29,234.19,240.3,228.2,146.29M,0.96%
12/14/2023,251.05,241.22,253.88,240.79,160.83M,4.91%
12/15/2023,253.5,251.21,254.13,248.3,135.93M,0.98%
12/18/2023,252.08,253.78,258.74,251.36,116.42M,-0.56%
12/19/2023,257.22,253.48,258.34,253.01,106.74M,2.04%
12/20/2023,247.14,256.41,259.84,247,125.10M,-3.92%
12/21/2023,254.5,251.9,254.8,248.55,109.59M,2.98%
12/22/2023,252.54,256.76,258.22,251.37,93.37M,-0.77%
12/26/2023,256.61,254.49,257.97,252.91,86.89M,1.61%
12/27/2023,261.44,258.35,263.34,257.52,106.49M,1.88%
12/28/2023,253.18,263.66,265.13,252.71,113.62M,-3.16%
12/29/2023,248.48,255.1,255.19,247.43,100.89M,-1.86%
01/02/2024,248.42,250.08,251.25,244.41,104.65M,-0.02%
01/03/2024,238.45,244.98,245.68,236.32,121.08M,-4.01%
01/04/2024,237.93,239.25,242.7,237.73,102.63M,-0.22%
01/05/2024,237.49,236.86,240.12,234.9,92.49M,-0.18%
01/08/2024,240.45,236.14,241.25,235.3,85.17M,1.25%
01/09/2024,234.96,238.11,238.96,232.04,96.71M,-2.28%
01/10/2024,233.94,235.1,235.5,231.29,91.63M,-0.43%
01/11/2024,227.22,230.57,230.93,225.37,105.87M,-2.87%
01/12/2024,218.89,220.08,225.34,217.15,123.04M,-3.67%
01/16/2024,219.91,215.1,223.49,212.18,115.36M,0.47%
01/17/2024,215.55,214.86,215.67,212.01,103.16M,-1.98%
01/18/2024,211.88,216.88,217.45,208.74,108.60M,-1.70%
01/19/2024,212.19,209.99,213.19,207.56,102.26M,0.15%
01/22/2024,208.8,212.26,217.8,206.27,117.95M,-1.60%
01/23/2024,209.14,211.3,215.65,207.75,106.61M,0.16%
01/24/2024,207.83,211.88,212.73,206.77,123.37M,-0.63%
01/25/2024,182.63,189.7,193,180.06,198.08M,-12.13%
01/26/2024,183.25,185.5,186.78,182.1,107.34M,0.34%
01/29/2024,190.93,185.63,191.48,183.67,125.01M,4.19%
01/30/2024,191.59,195.33,196.36,190.61,109.98M,0.35%
01/31/2024,187.29,186.99,193.97,185.85,103.22M,-2.24%
02/01/2024,188.86,188.5,189.88,184.28,91.84M,0.84%
02/02/2024,187.91,185.04,188.69,182,110.61M,-0.50%
02/05/2024,181.06,184.26,184.68,175.01,134.29M,-3.65%
02/06/2024,185.1,177.21,186.49,177.11,122.68M,2.23%
02/07/2024,187.58,188.18,189.79,182.68,111.54M,1.34%
02/08/2024,189.56,189,191.62,185.58,83.03M,1.06%
02/09/2024,193.57,190.18,194.12,189.48,84.48M,2.12%
02/12/2024,188.13,192.11,194.73,187.28,95.50M,-2.81%
02/13/2024,184.02,183.99,187.26,182.11,86.76M,-2.18%
02/14/2024,188.71,185.3,188.89,183.35,81.20M,2.55%
02/15/2024,200.45,189.16,200.88,188.86,120.83M,6.22%
02/16/2024,199.95,202.06,203.17,197.4,111.35M,-0.25%
02/20/2024,193.76,196.13,198.6,189.13,104.55M,-3.10%
02/21/2024,194.77,193.36,199.44,191.95,103.84M,0.52%
02/22/2024,197.41,194,198.32,191.36,92.74M,1.36%
02/23/2024,191.97,195.31,197.57,191.5,78.84M,-2.76%
02/26/2024,199.4,192.29,201.78,192,111.75M,3.87%
02/27/2024,199.73,204.04,205.6,198.26,108.65M,0.17%
02/28/2024,202.04,200.42,205.3,198.44,99.81M,1.16%
02/29/2024,201.88,204.18,205.28,198.45,85.91M,-0.08%
03/01/2024,202.64,200.52,204.52,198.5,82.24M,0.38%
03/04/2024,188.14,198.73,199.75,186.72,134.34M,-7.16%
03/05/2024,180.74,183.05,184.59,177.57,119.66M,-3.93%
03/06/2024,176.54,179.99,181.58,173.7,107.92M,-2.32%
03/07/2024,178.65,174.35,180.04,173.7,102.13M,1.20%
03/08/2024,175.34,181.5,182.73,174.7,85.55M,-1.85%
03/11/2024,177.77,175.45,182.87,174.8,85.39M,1.39%
03/12/2024,177.54,177.77,179.43,172.41,87.39M,-0.13%
03/13/2024,169.48,173.05,176.05,169.15,106.53M,-4.54%
03/14/2024,162.5,167.77,171.17,160.51,126.33M,-4.12%
03/15/2024,163.57,163.16,165.18,160.76,97.15M,0.66%
03/18/2024,173.8,170.02,174.72,165.9,108.21M,6.25%
03/19/2024,171.32,172.36,172.82,167.42,77.27M,-1.43%
03/20/2024,175.66,173,176.25,170.82,83.85M,2.53%
03/21/2024,172.82,176.39,178.18,171.8,73.18M,-1.62%
03/22/2024,170.83,166.69,171.2,166.3,75.58M,-1.15%
03/25/2024,172.63,168.76,175.24,168.73,74.23M,1.05%
03/26/2024,177.67,178.58,184.25,177.38,113.19M,2.92%
03/27/2024,179.83,181.41,181.91,176,81.80M,1.22%
03/28/2024,175.79,177.45,179.57,175.3,77.66M,-2.25%
04/01/2024,175.22,176.17,176.75,170.21,81.56M,-0.32%
04/02/2024,166.63,164.75,167.69,163.43,116.65M,-4.90%
04/03/2024,168.38,164.02,168.82,163.28,82.95M,1.05%
04/04/2024,171.11,170.07,177.19,168.01,123.16M,1.62%
04/05/2024,164.9,169.08,170.86,160.51,143.16M,-3.63%
04/08/2024,172.98,169.34,174.5,167.79,104.42M,4.90%
04/09/2024,176.88,172.91,179.22,171.92,103.23M,2.25%
04/10/2024,171.76,173.04,174.93,170.01,84.53M,-2.89%
04/11/2024,174.6,172.55,175.88,168.51,94.52M,1.65%
04/12/2024,171.05,172.34,173.81,170.36,64.72M,-2.03%
04/15/2024,161.48,170.24,170.69,161.38,100.25M,-5.59%
04/16/2024,157.11,156.74,158.19,153.75,97.00M,-2.71%
04/17/2024,155.45,157.64,158.33,153.78,82.44M,-1.06%
04/18/2024,149.93,151.25,152.2,148.7,96.10M,-3.55%
04/19/2024,147.05,148.97,150.94,146.22,87.08M,-1.92%
04/22/2024,142.05,140.56,144.44,138.8,107.10M,-3.40%
04/23/2024,144.68,143.33,147.26,141.11,124.55M,1.85%
04/24/2024,162.13,162.84,167.97,157.51,181.18M,12.06%
04/25/2024,170.18,158.96,170.88,158.36,126.43M,4.97%
04/26/2024,168.29,168.85,172.12,166.37,109.82M,-1.11%
04/29/2024,194.05,188.42,198.87,184.54,243.87M,15.31%
04/30/2024,183.28,186.98,190.95,182.84,127.03M,-5.55%
05/01/2024,179.99,182,185.86,179.01,92.83M,-1.80%
05/02/2024,180.01,182.86,184.6,176.02,89.15M,0.01%
05/03/2024,181.19,182.1,184.78,178.42,75.49M,0.66%
05/06/2024,184.76,183.8,187.56,182.2,84.39M,1.97%
05/07/2024,177.81,182.4,183.26,177.4,75.05M,-3.76%
